title,url,partner,partner_url,course_type,description,category,image_url,duration_weeks,hours_per_week,level,rating,rating_count,enrolled_count,price,currency,start_date
HSK Standard Course Level 3: 3.2,https://www.futurelearn.com/courses/hsk-standard-course-level-3-3-2,Chinese Plus,https://www.futurelearn.com/partners/chinese-plus,Course,Gain the skills and confidence to communicate in Chinese and prepare for the Hanyu Shuiping Kaoshi (HSK) level 3 test.,Language,,5,,,,,,,,
HSK Standard Course Level 3: 3.3,https://www.futurelearn.com/courses/hsk-standard-course-level-3-3-3,Chinese Plus,https://www.futurelearn.com/partners/chinese-plus,Course,Develop your Chinese language skills and gain the knowledge and confidence to take the Hanyu Shuiping Kaoshi (HSK) level 3 test.,Language,,5,,,,,,,,
HSK Standard Course Level 4: 4.1,https://www.futurelearn.com/courses/hsk-standard-course-level-4-4-1,Chinese Plus,https://www.futurelearn.com/partners/chinese-plus,Course,Gain an intermediate knowledge of the Chinese language to build your confidence to take the HSK level 4 test.,Language,,5,,,,,,,,
HSK Standard Course Level 4: 4.3,https://www.futurelearn.com/courses/hsk-standard-course-level-4-4-3,Chinese Plus,https://www.futurelearn.com/partners/chinese-plus,Course,Gain an intermediate knowledge of the Chinese language to build your confidence to take the HSK level 4 test.,Language,,5,,,,,,,,
HSK Standard Course Level 4: 4.4,https://www.futurelearn.com/courses/hsk-standard-course-level-4-4-4,Chinese Plus,https://www.futurelearn.com/partners/chinese-plus,Course,Learn Chinese alongside experts in the field to help you build your skills to an intermediate level and achieve HSK level 4,Language,,5,,,,,,,,
HSK Standard Course Level 4: 4.2,https://www.futurelearn.com/courses/hsk-standard-course-level-4-4-2,Chinese Plus,https://www.futurelearn.com/partners/chinese-plus,Course,Gain an intermediate knowledge of the Chinese language to build your confidence to take the HSK level 4 test.,Language,,5,,,,,,,,
An Introduction to Machine Learning in Quantitative Finance,https://www.futurelearn.com/courses/an-introduction-to-machine-learning-in-quantitative-finance,UCL (University College London),https://www.futurelearn.com/partners/ucl,Course,Discover how machine learning can be used to solve financial data problems and create informative insights and predictions.,Business & Management,,4,,,,,,,,
Introduction to Plant Phenotyping Technologies,https://www.futurelearn.com/courses/plant-phenotyping-technologies,The University of Nottingham,https://www.futurelearn.com/partners/the-university-of-nottingham,Course,Learn about technologies used in plant phenotyping and their effect on data collection and analysis of plant traits.,"Science, Engineering & Maths",,4,,Introductory level,,,724,,,
Foundations of Writing,https://www.futurelearn.com/courses/foundations-of-writing-jasper,Government Digital and Data,https://www.futurelearn.com/partners/government-campus-uk,Course,"Develop your written communication skills at work as you learn how to write plain, effective English using the ‘JASPER’ technique.",Language,,2,,Introductory level,,,4679,,,
Pupillometry: The Eye as a Window Into the Mind,https://www.futurelearn.com/courses/pupillometry-course,University of Oslo,https://www.futurelearn.com/partners/oslo,Course,Examine the science of pupillometry and explore the eye as a window into the mind with the University of Oslo.,Healthcare & Medicine,,6,,Advanced level,,,1444,,,
Inclusive Mobility for an Ageing Population,https://www.futurelearn.com/courses/inclusive-mobility-for-an-ageing-population,RMIT University,https://www.futurelearn.com/partners/rmit,Course,Learn how to prepare cities to meet the needs of an ageing population while remaining inclusive and equitable.,Politics & Society,,5,,Intermediate level,,,,,,
Biochemistry: the Molecules of Life,https://www.futurelearn.com/courses/biochemistry,UEA (University of East Anglia),https://www.futurelearn.com/partners/university-of-east-anglia,Course,"Explore the impact of biochemistry on bioenergy and health, discovering why graduates are in demand.","Science, Engineering & Maths",https://ugc.futurelearn.com/uploads/images/ef/be/efbeece4-58b7-4791-a39a-03bf1847f630.jpg,3,,Introductory level,4.63846,130,50378,39.0,GBP,2023-01-16
Begin Robotics,https://www.futurelearn.com/courses/begin-robotics,University of Reading,https://www.futurelearn.com/partners/university-of-reading,Course,Get your start in robotics with an intro to how robots are built and controlled–before test-driving one virtually via simulations.,IT & Computer Science,https://ugc.futurelearn.com/uploads/images/f9/51/f9519370-88c2-4a16-b31e-0f51967d41f7.jpg,4,,Introductory level,4.61905,63,72020,59.0,GBP,2023-01-16
Motion Capture: The Art of Studying Human Activity,https://www.futurelearn.com/courses/motion-capture-course,University of Oslo,https://www.futurelearn.com/partners/oslo,Course,"Learn about how to record, visualize, and analyze human body motion.",Creative Arts & Media,,6,,Introductory level,,,1205,,,
Helping Young People Manage Low Mood and Depression,https://www.futurelearn.com/courses/helping-young-people-manage-low-mood-and-depression,University of Reading,https://www.futurelearn.com/partners/university-of-reading,Course,Explore practical ways to help young people manage their mood and maintain healthy habits.,Healthcare & Medicine,,2,,,,,2565,,,
Geographic Information Systems (GIS) in the Built Environment,https://www.futurelearn.com/courses/geographic-information-system-gis-in-the-built-environment,Universiti Malaya,https://www.futurelearn.com/partners/universiti-malaya,Course,Gain a solid understanding of GIS and how it supports sustainable development to help you succeed in the built environment.,Study Skills,,4,,Introductory level,,,1616,,,
Teaching Students Who Have Suffered Complex Trauma,https://www.futurelearn.com/courses/teaching-students-trauma,Queensland University of Technology (QUT),https://www.futurelearn.com/partners/queensland-university-of-technology,Course,"Find out what complex trauma is, how it affects children and adolescents, and what can be done to help.",Psychology & Mental Health,https://ugc.futurelearn.com/uploads/images/a2/7c/a27c4963-7e8a-4177-84a2-6d88b78b3d2f.jpg,2,,Intermediate level,4.74322,627,68931,39.0,GBP,2023-01-02
Orthoptics: How to be a Brilliant Allied Health Professional,https://www.futurelearn.com/courses/orthoptics-how-to-be-a-brilliant-allied-health-profession,King's College London,https://www.futurelearn.com/partners/kings-college-london,Course,Explore all aspects of the orthoptic profession – from the conditions an orthoptist investigates to the exciting career prospects.,Healthcare & Medicine,,3,,Introductory level,,,1068,,,
Transit-Oriented Development for Climate Mitigation in Urban Centres,https://www.futurelearn.com/courses/transit-oriented-development-for-climate-mitigation-in-urban-centres,RMIT University,https://www.futurelearn.com/partners/rmit,Course,Discover how transit-oriented development can be used to tackle the climate crisis to create sustainable and healthier cities.,Nature & Environment,,5,,Intermediate level,,,,,,
Electric Mobility in the Age of Climate Change,https://www.futurelearn.com/courses/real-estate-and-electric-mobility-in-the-age-of-climate-change,RMIT University,https://www.futurelearn.com/partners/rmit,Course,Explore the design and delivery of electric vehicle infrastructure to reduce carbon emissions in cities.,Nature & Environment,,2,,Intermediate level,,,335,,,
Digital Health Essentials,https://www.futurelearn.com/courses/digital-health-essentials,Universiti Malaya,https://www.futurelearn.com/partners/universiti-malaya,Course,"Discover digital health and learn how digital health improves efficiency, reduces medical errors, and improves health outcomes.",Healthcare & Medicine,,2,,Introductory level,,,1051,,,
Changing Urban Travel Behaviour for a Low-Carbon Transition,https://www.futurelearn.com/courses/changing-urban-travel-behaviour-for-a-low-carbon-transition,RMIT University,https://www.futurelearn.com/partners/rmit,Course,Explore the determinants of transport behaviour and choices that promote low-carbon mobility.,Nature & Environment,,2,,Intermediate level,,,,,,
Research Impact (ResPACT): Pathway to impactful projects,https://www.futurelearn.com/courses/research-impact-respact-pathway-to-impactful-projects,Universiti Malaya,https://www.futurelearn.com/partners/universiti-malaya,Course,"Learn to understand research impact and explore techniques in planning, reporting, communicating and evaluating research projects.",Business & Management,,2,,Introductory level,,,585,,,
Introduction to Predictive Modelling in Business,https://www.futurelearn.com/courses/introduction-to-predictive-modelling,Deakin University,https://www.futurelearn.com/partners/deakin-university,Course,Learn how predictive modelling can help you make better business decisions as you explore the core concepts and CRISP-DM process.,Business & Management,,2,,Introductory level,,,677,,,
Building Belonging in a Globalised and Mobile World,https://www.futurelearn.com/courses/regaining-a-sense-of-belonging-in-a-globalised-and-mobile-world,RMIT University,https://www.futurelearn.com/partners/rmit,Course,"Learn how the innovative New European Bauhaus incorporates belonging for sustainable, inclusive and beautiful urban design.",Nature & Environment,,3,,Intermediate level,,,,,,
Fostering Inclusive Citizen Engagement in Urban Development,https://www.futurelearn.com/courses/fostering-inclusive-citizen-engagement-in-urban-development,RMIT University,https://www.futurelearn.com/partners/rmit,Course,"Develop the skills, knowledge, and strategies to foster inclusive citizen engagement in urban development.",Nature & Environment,,3,,Intermediate level,,,425,,,
Leading Culturally Diverse Teams in the Workplace,https://www.futurelearn.com/courses/lead-culturally-diverse-workplaces,Deakin University,https://www.futurelearn.com/partners/deakin-university,Course,Explore why cultural diversity matters in the workplace and how multicultural teams can benefit your organisation.,Business & Management,,2,,Intermediate level,,,5153,,,
Mindful Wellbeing for Teachers with Stress and Anxiety,https://www.futurelearn.com/courses/mindful-wellbeing-teachers-stress-anxiety,University of Aberdeen,https://www.futurelearn.com/partners/university-of-aberdeen,Course,Develop your mindfulness skills and learn how to reduce stress and anxiety in the classroom and beyond.,Psychology & Mental Health,,4,,Introductory level,,,1501,,,
