course_id,course_title,description,category,partner,is_paid,price,duration_weeks,enrollment_count,rating,level
220,Learn to Code for the Web,"Interested in what's behind your favourite websites and apps? Get to grips with the basics of coding in HTML, CSS, and JavaScript.",IT & Computer Science,University of Leeds,False,0.0,2,2152.0,,
221,Essential Skills for Your Career Development,Take charge of your career development and identify the skills you need to plan and achieve your career goals.,Business & Management,University of Leeds,True,39.0,2,87299.0,4.60117,Introductory level
222,Wellbeing and Resilience at Work,"Increase your resilience and adaptability, and explore the value of good health and wellbeing in the workplace.",Business & Management,University of Leeds,False,0.0,2,4802.0,,
223,Collaborative Working in a Remote Team,Learn how to work effectively and collaboratively with your team as you navigate remote working with the University of Leeds.,Business & Management,University of Leeds,False,0.0,2,2425.0,,
224,Create a Professional Online Presence,Does your social media presence reflect who you are as a professional? Build your online presence to boost your employability.,IT & Computer Science,University of Leeds,False,0.0,2,2841.0,,
225,An Introduction to Logic for Computer Science,Hone your computer science skills and gain practical applications for solving complex problems with logic.,IT & Computer Science,University of Leeds,False,0.0,2,2251.0,,Introductory level
226,Social policy and conflict prevention in the MENA region,Explore the dynamics between social policy and conflict prevention in the Middle East and North Africa (MENA) region.,Politics & Society,University of Birmingham,False,0.0,4,,,
227,Computer Programming for Everyone,Discover the art of computer programming and learn what code can do with the Institute of Coding and the University of Leeds.,IT & Computer Science,University of Leeds,True,39.0,2,136521.0,4.66973,Introductory level
228,Decision Making: How to Choose the Right Problem to Solve,Build problem-solving skills and learn how to make an effective plan to tackle real-life and workplace decisions.,Business & Management,University of Leeds,False,0.0,3,3668.0,,Introductory level
229,How to Get Into Web Development,Discover web development with hands-on learning from the University of Leeds. Build key skills to kickstart your tech career.,IT & Computer Science,University of Leeds,False,0.0,2,2995.0,,Introductory level
230,Presenting Your Work with Impact: Presentation Skills Training,Improve your presentation skills and learn how to present your work with impact and communicate messages clearly and concisely.,Business & Management,University of Leeds,False,0.0,2,3029.0,,
231,Create a Social Media Marketing Campaign,Learn to plan and launch a successful social media marketing campaign with the Institute of Coding and the University of Leeds.,IT & Computer Science,University of Leeds,False,0.0,2,3360.0,,
232,How to Create Great Online Content,Discover what makes online content a success and learn how to create engaging content that's in line with your business goals.,IT & Computer Science,University of Leeds,False,0.0,2,3370.0,,
233,Discover HSK Standard Course: A Taster Course,Get a taste of practical Chinese skills with the HSK Standard Course and see how it fits your learning goals.,Language,Chinese Plus,False,0.0,1,,,
234,Effective Livestock Production with Low Use of Antibiotics,Learn what antibiotic resistance is and how to prevent it while increasing productivity among your livestock.,Nature & Environment,Swedish University of Agricultural Sciences (SLU),False,0.0,4,,,
235,An Introduction to Programming Using Python,Learn Python programming essentials and how to kickstart your tech career with the University of Leeds.,IT & Computer Science,University of Leeds,False,0.0,2,21872.0,,Introductory level
236,Working with Integrated Development Environments (IDEs),Learn how to effectively work with IDEs to develop your digital skills and start your successful tech career.,IT & Computer Science,University of Leeds,False,0.0,2,628.0,,Introductory level
237,How to Get Into Cloud Computing,Learn the essential traits of a successful cloud computer and kickstart your tech career with this online cloud computing course.,IT & Computer Science,University of Leeds,False,0.0,2,2788.0,,Introductory level
238,Get Creative with People to Solve Problems,Increase your problem-solving skills and develop your design thinking mindset using the principles of human-centred design.,IT & Computer Science,University of Leeds,False,0.0,2,3829.0,,Introductory level
239,Evidence and Data Collection for Problem Solving,Discover the importance of data and how to harness its power to help you make better business decisions.,Business & Management,University of Leeds,False,0.0,2,3923.0,,Introductory level
240,An Introduction to Cryptography,Delve into the inner workings of cryptographic tools and techniques with the University of Leeds.,IT & Computer Science,University of Leeds,False,0.0,2,2713.0,,Introductory level
241,Introduction to Technology-Assisted Decision-Making,"Boost your decision-making skills with technology-assisted techniques to optimise outcomes in healthcare, industry, and education.",IT & Computer Science,University of Leeds,False,0.0,2,975.0,,Introductory level
242,How to Get Into Software Development,Discover the essential skills that will help you succeed as a developer with this interactive online software development course.,IT & Computer Science,University of Leeds,False,0.0,2,3777.0,,Introductory level
243,How to Get Into AI,Kickstart your AI career by mastering essential technical skills. Learn how AI can grow your professional opportunities.,IT & Computer Science,University of Leeds,True,39.0,2,10707.0,4.72093,Introductory level
244,Fundamental Skills in Engineering Design,Discover the essential skills that will help you succeed as a developer with this interactive online software development course.,"Science, Engineering & Maths",University of Leeds,False,0.0,2,3041.0,,Introductory level
245,Creating a Great User Experience for Mobile Apps,Discover the essentials of UX and bring products to life by designing your own mobile app with the University of Leeds.,IT & Computer Science,University of Leeds,False,0.0,2,1661.0,,
246,Effective Communication for Pregnancy Loss Care,Learn evidence-based communication strategies to provide sensitive care for individuals affected by pregnancy loss.,Healthcare & Medicine,UCL (University College London),False,0.0,2,,,Introductory level
247,Discover Contemporary Chinese: A Taster Course,Explore essential Chinese language and culture with a free sample course from Contemporary Chinese.,Language,Chinese Plus,False,0.0,1,,,
248,Gestión de residuos electrónicos: normalización y evaluación de la conformidad,Estándares globales para la gestión segura de residuos electrónicos a través de una rigurosa evaluación de la conformidad.,Nature & Environment,EIT RawMaterials,False,0.0,2,,,
249,Explorando el Mundo de la Electromovilidad: Conceptos Claves y Estrategias,"Explore conceptos, políticas e innovaciones en electromovilidad para descarbonizar y construir sistemas de transporte sostenibles.",Nature & Environment,Transformative Urban Mobility Initiative (TUMI),False,0.0,6,665.0,,Introductory level
250,El reto de los residuos electrónicos,Este curso ayuda a los participantes a gestionar los residuos electrónicos de forma responsable y a tomar medidas.,Nature & Environment,EIT RawMaterials,False,0.0,3,,,
251,"Reduciendo los residuos electrónicos mediante el diseño, las políticas y la colaboración internacional","Explora el diseño de productos innovadores, la colaboración global y las políticas que ayudan a prevenir los residuos electrónicos",Nature & Environment,EIT RawMaterials,False,0.0,2,,,
252,Reciclaje inclusivo y sostenible de residuos electrónicos: Soluciones globales para un problema creciente,Explora los desafíos que plantean los residuos electrónicos y descubre las oportunidades del reciclaje sostenible.,Nature & Environment,EIT RawMaterials,False,0.0,2,,,
253,E-Waste Management: Standardisation & Conformity Assessment,Explore the role of standards and audits in responsible e-waste management and environmental protection.,Politics & Society,EIT RawMaterials,False,0.0,2,,,
254,Building Intelligent Agent Architectures,"Become a GenAI production engineer—fine-tune models, deploy at scale, and maintain reliable, enterprise-ready AI systems.",IT & Computer Science,Starweaver,False,0.0,2,,,
255,Exploring the World of Electric Mobility: Key Concepts and Strategies,"Explore concepts, policies, and innovations in electric mobility to help decarbonise and build more sustainable transport systems.",Nature & Environment,Transformative Urban Mobility Initiative (TUMI),False,0.0,6,825.0,,Introductory level
256,The E-Waste Challenge,"This course helps participants to manage e-waste responsibly and take action in their lives, businesses, or organizations.",Nature & Environment,EIT RawMaterials,False,0.0,3,,,
257,Inclusive and Sustainable E-Waste Recycling: Global Solutions for a Growing Problem,Explore e-waste challenges and discover how sustainable and inclusive recycling transforms waste into opportunity.,"Science, Engineering & Maths",EIT RawMaterials,False,0.0,2,,,
258,Los residuos electrónicos y la salud infantil,Aborda los desafíos de los residuos electrónicos comprendiendo sus peligros e implementando soluciones.,Nature & Environment,EIT RawMaterials,False,0.0,2,,,
259,Battery Energy: Safety,"Gain expertise in battery safety, management systems, and hazard response for renewable energy sectors.","Science, Engineering & Maths",Deakin University,False,0.0,3,,,
260,Stepping into Leadership: Essential Skills for New Higher Education Managers,Support your transition into management with practical skills and sector-aligned frameworks for higher education professionals.,Business & Management,Nottingham Business School,False,0.0,3,,,
261,E-Waste and Children’s Health,Tackle e-waste challenges by understanding its dangers and implementing solutions to protect future generations.,"Science, Engineering & Maths",EIT RawMaterials,False,0.0,2,,,
262,"Reducing E-waste By Design, Standards, Business & Policy","Explore how smart design, policy, and global action can reduce the impact of e-waste.",Politics & Society,EIT RawMaterials,False,0.0,2,,,
263,AWS Generative AI for Decision Makers,"Get to grips with generative AI’s potential and drive strategic, ethical decisions for your business.",IT & Computer Science,Amazon Web Services,False,0.0,3,374.0,,
264,AWS Generative AI for Developers,"Gain the skills to design, prompt, and deploy generative AI in real-world software projects.",IT & Computer Science,Amazon Web Services,False,0.0,7,303.0,,
265,Oral Cancer Prevention,Learn about oral cancer prevention strategies and their impact on global health and care practices.,Healthcare & Medicine,Taipei Medical University,False,0.0,4,,,Introductory level
266,AWS Artificial Intelligence Practitioner,"Gain hands-on skills in AI, ML, and GenAI with AWS tools that drive real-world innovation.",IT & Computer Science,Amazon Web Services,False,0.0,4,5373.0,,
267,AI Data Pipelines and Knowledge Systems,"Build intelligent AI data pipelines and knowledge systems that power enterprise tools, like chatbots, copilots, and smart search.","Science, Engineering & Maths",Starweaver,False,0.0,2,,,Advanced level
268,Fundamentals of Creative Technologies and Interactive Experiences,Bridge creativity and technology to build engaging digital experiences with the University of York.,Creative Arts & Media,University of York,False,0.0,3,349.0,,
269,Productionising Large Language Models,"Learn how to deploy and maintain large language models at scale with reliable, secure, and cost-effective practices.","Science, Engineering & Maths",Starweaver,False,0.0,2,,,Advanced level
270,Forensic Psychology: Witness Investigation,Discover how psychology can help obtain evidence from eyewitnesses in police investigations and prevent miscarriages of justice.,Psychology & Mental Health,The Open University,True,0.0,8,,4.78125,
271,"World War 1: Trauma, Memory, Controversy",Explore the traumatic effects of WW1 on soldiers and civilians. Discover how we remember and debate the history of this war.,History,The Open University,True,0.0,4,,4.75122,
272,Health and Wellbeing in the Ancient World,"Use literary and archaeological evidence to see how ancient Greeks and Romans approached health, well-being and societal issues.",Psychology & Mental Health,The Open University,True,0.0,6,,4.66184,
273,The Online Educator: People and Pedagogy,"Design engaging courses, make your teaching more inclusive, navigate online research ethics and shape your digital identity.",Teaching,The Open University,True,0.0,4,,4.31707,
274,Energy Management: Strategies and Approaches,"Develop skills in energy management to optimise efficiency across residential, commercial, and industrial sectors.","Science, Engineering & Maths",Deakin University,False,0.0,3,,,
275,Investigating a Murder with Forensic Psychology,Experience what it’s like to be a detective in a murder investigation as you learn how psychology can help crack the case.,Politics & Society,The Open University,True,0.0,4,,4.46602,
276,Start Writing Fiction,"Get started with your own fiction writing, focusing on the central skill of creating characters, with this hands-on course.",Creative Arts & Media,The Open University,True,0.0,8,,4.68866,
277,In the Night Sky: Orion,"Explore the night sky, discover how stars are formed and find out about exoplanets, all through the constellation of Orion.","Science, Engineering & Maths",The Open University,True,0.0,4,,4.30435,
278,The Power of Languages,"Explore how languages shape identity, culture, and power in the world with the University of York.",Language,University of York,False,0.0,3,791.0,,
279,Moons,Explore the many moons of our Solar System. Find out what makes them special and ask whether we send humans to our Moon again.,"Science, Engineering & Maths",The Open University,True,0.0,8,,4.7382,
280,Low-Budget Video Production: Visual Communication for Small Charities,Understand how video can expand and enhance your organisation’s communications and develop practical skills for your productions.,Creative Arts & Media,The Open University,False,0.0,4,,,
281,Project Management: Beyond the Basics,Build your existing project management knowledge and develop the skills to manage teams and deliver effective projects.,Business & Management,The Open University,True,0.0,4,,4.63212,
282,Contemporary Communication Strategies for the Modern Workplace,"Enhance your workplace communication skills to collaborate effectively, manage conflict, and build professional relationships.",Business & Management,Starweaver,False,0.0,2,487.0,,
283,Introduction to Cyber Security,Learn the essentials of cyber security and build your skills to better protect your digital information from security threats.,IT & Computer Science,The Open University,True,0.0,8,,4.68739,
284,Introduction to Phenomenology and its Application in Qualitative Research,Find out about the philosophical fundamentals of phenomenology and how it can be integrated in qualitative research.,Study Skills,The Open University,False,0.0,4,,,
285,From Notation to Performance: Understanding Musical Scores,Find out how musicians turn the notation of a musical score into a memorable performance. Change how you listen to music.,Creative Arts & Media,The Open University,True,0.0,4,,4.53333,
286,Global Ethics: An Introduction,Explore the key ethical theories surrounding global challenges and learn how philosophy can be used to address these problems.,Politics & Society,The Open University,True,0.0,4,,4.52439,
287,Metallo-β-Lactamase (MBL) Infections: Diagnosis and Management,Build knowledge on the diagnosis and management of MBL infections with a variety of educational resources and expert guidance.,Healthcare & Medicine,BSAC,False,0.0,2,509.0,,Intermediate level
288,Challenging Wealth and Income Inequality,Explore the concerns about rising wealth and income inequality between different generations in developed countries.,Politics & Society,The Open University,False,0.0,4,,,
289,Becoming a Teacher,Take your first steps towards teaching with this practical course exploring the basics of what it means to become a teacher.,Teaching,The Open University,True,0.0,4,,4.82099,
290,"Why Religion Matters: Religious Literacy, Culture and Diversity",Discover why religion is important for understanding and engaging with global challenges.,Politics & Society,The Open University,True,0.0,4,,4.41237,
291,Introduction to Pharmacotherapy in Geriatrics,Discover how changes in the elderly can affect how medicine works to help you provide safe and effective care.,Healthcare & Medicine,Universiti Malaya,False,0.0,2,,,Intermediate level
292,Generative AI Architectures & Prompt Design,"Build expertise in generative AI system design, prompt engineering, and enterprise integration for scalable solutions.",Business & Management,Starweaver,False,0.0,2,339.0,,Intermediate level
293,Sustainable Healthcare: Smart Waste Management in Action,"Discover how healthcare professionals can reduce waste, cut costs, and lead sustainable change in medical environments.",Healthcare & Medicine,Skåne Care,False,0.0,4,,,Introductory level
294,"Integrated Ocean Planning: Marine Protected Areas, Multi-Use & Business Pathways","Explore how ocean planning and MPAs drive innovation, and develop skills for sustainable marine business and policy.",Business & Management,SUBMARINER Network for Blue Growth,False,0.0,4,,,
295,Antimicrobial Databases and Genotype Prediction: Data Sharing and Analysis,"Predict antimicrobial resistance, master data-sharing, and enhance your expertise in AMR genomics using cutting-edge databases.",Healthcare & Medicine,Wellcome Connecting Science,False,0.0,3,,,
296,Accessibility in Government: Getting Started,"Discover clear, practical strategies to embed accessibility and inclusivity in government settings.",Business & Management,Government Digital and Data,False,0.0,2,1255.0,,Introductory level
297,Strategic Sustainability in Global Business: Foundations and Innovation,Master global sustainability strategy with frameworks and tools to create impact in business and society.,Business & Management,Salford Business School,False,0.0,3,,,
298,User Research in Government: Developing Further,Deepen your understanding of user research concepts and learn how to confidently apply them in practice.,Business & Management,Government Digital and Data,False,0.0,5,615.0,,Intermediate level
299,Supporting and Normalising LGBTQ+ Inclusion in Schools,Empower educators with practical strategies to foster LGBTQ+ inclusion and challenge discrimination in schools.,Teaching,University of Reading,False,0.0,3,,,Introductory level
300,Hydrogen Engineering: Handling Hydrogen for Engineers,Learn risk mitigation processes and safe management of hydrogen by exploring its physical and thermodynamic properties.,"Science, Engineering & Maths",Deakin University,False,0.0,2,,,
301,Bootcamp de Redacción Empresarial y Técnica: Domina la Precisión y la Claridad,"Mejora tu redacción empresarial: claridad, persuasión e integración de IA, todo en un curso para principiantes.",Business & Management,Starweaver,False,0.0,2,,,Introductory level
302,Hydrogen in the Built Environment,Broaden your understanding of challenges and solutions to hydrogen projects in the real world.,"Science, Engineering & Maths",Deakin University,False,0.0,3,,,
303,Hydrogen Engineering: Electrolyser Fundamentals,Gain essential knowledge about electrolysers for hydrogen engineering applications.,"Science, Engineering & Maths",Deakin University,False,0.0,2,,,
304,Hydrogen Engineering: Fuel Cell Fundamentals,Gain essential knowledge about hydrogen fuel cells for engineering applications.,"Science, Engineering & Maths",Deakin University,False,0.0,2,,,
305,Diseño de Procesos Impulsado por IA: Moderniza los Flujos de Trabajo Empresariales,"Curso con casos y herramientas IA para crear procesos eficientes. Ideal para analistas, consultores y gerentes.",Business & Management,Starweaver,False,0.0,2,,,Advanced level
306,Environmental Justice for Fair and Effective Global Nature Restoration,Integrate justice into restoration and explore sustainable outcomes for ecosystems and communities.,Nature & Environment,UEA (University of East Anglia),False,0.0,4,341.0,,Intermediate level
307,Preparing to Study at the Master's Level: Essential Skills for Academic Success,"Prepare confidently for postgraduate study with essential skills for academic, digital, and employability success.",Study Skills,University of Bath,False,0.0,4,1771.0,,
308,Healthy Eating for Seniors: A Comprehensive Guide,"Design nutritious, senior-friendly meals with practical tips on texture, nutrition, and the latest food trends for healthy ageing.",Healthcare & Medicine,Taipei Medical University,False,0.0,6,483.0,,Introductory level
309,Introduction to Urban Sustainable Planning and Design,"Design a greener future by exploring urban sustainability, planning, architecture and environmental studies.","Science, Engineering & Maths",Taipei Medical University,False,0.0,6,599.0,,Introductory level
310,Python for Data Science,Get started with Python programming and build the skills needed to write code using Jupyter Notebook.,IT & Computer Science,University of Leeds,False,0.0,3,1650.0,,
311,New Perspectives on Metabolism: From Gut to Brain,"Discover how gut microbes, sleep, and brain-liver connections are reshaping our understanding of metabolism.",Healthcare & Medicine,Taipei Medical University,False,0.0,4,548.0,,Introductory level
312,Smart Investment Strategies for Value Growth,"Master practical value and growth investing strategies and build analytical skills for long-term, real-world success.",Business & Management,Starweaver,False,0.0,2,501.0,,Introductory level
313,Learn Bahasa Melayu: Expressions and Conversations,Start learning Malay today: learn the basics of speaking and writing in the Malay language and explore Malaysian culture.,Language,Universiti Malaya,False,0.0,3,313.0,,Intermediate level
314,AI CEO Blueprint: Leading Enterprise Innovation with GenAI,Explore how to harness GenAI to build strategic frameworks that support innovation and lead organisational change.,Business & Management,Starweaver,False,0.0,2,,,Advanced level
315,Data-Driven Storytelling: Influence Investment with Visual Insights,Transform complex data into persuasive stories that inspire decisions and drive investment results.,Business & Management,Starweaver,False,0.0,2,,,Introductory level
316,Walter Scott: The Man Behind the Monument,"Discover the writer, collector, and cultural icon who remains one of Scotland’s most enduring literary legends.",Literature,University of Aberdeen,True,99.0,4,7441.0,4.82743,
317,Sustainable Solutions with GenAI: Harnessing AI for Social & Environmental Impact,Discover how to use GenAI for real-world social and environmental progress and ethical impact.,Business & Management,Starweaver,False,0.0,2,,,Intermediate level
318,Participating in the Internet: How to Engage Actively in Cyberspace,"Become an active participant in Internet ecosystems by mastering its management, governance, and communities.",IT & Computer Science,Keio University,False,0.0,3,,,Introductory level
319,Identity & Inclusion: Behavioural Insights for Leaders,Explore the psychology of team identity and learn to lead organisations with confidence.,Psychology & Mental Health,Durham University,False,0.0,3,397.0,,
320,Cybersecurity for Citizens and Professionals,Protect your digital life and professional reputation with practical cybersecurity strategies.,IT & Computer Science,University of Padova,False,0.0,6,,,
321,Behavioural Science at Work: Applying Behavioural Insights to Boost Business Performance,"Learn how to use behavioural science to improve performance, shape workplace behaviour, and drive innovation at all levels.",Psychology & Mental Health,Durham University,False,0.0,3,958.0,,
322,Inclusive Education: Exploring SEND Practice and Strategies,Discover versatile SEND strategies to support diverse learners and foster inclusive classrooms with the University of Leeds.,Teaching,University of Leeds,True,0.0,4,,4.82278,
323,"Robert Burns: Poems, Songs and Legacy","Dig deeper into the life and works of Robert Burns, with this free University of Glasgow course.",History,The University of Glasgow,True,39.0,3,30858.0,4.78298,
324,Invasive Fungal Diseases: What the Healthcare Professional Needs to Know,"Explore invasive fungal infections and gain the skills to diagnose, treat, and prevent them in your healthcare practice.",Healthcare & Medicine,BSAC,False,0.0,3,684.0,,Intermediate level
325,AI for Strategic Advantage in Leadership,Lead the future with AI-powered strategies for business innovation and digital growth.,IT & Computer Science,Starweaver,False,0.0,3,924.0,,Introductory level
326,Short Bowel Syndrome: Managing Nutrition and Care in Paediatric Patients,Learn how to optimise care and nutrition for children with Short Bowel Syndrome (SBS).,Healthcare & Medicine,The European Society for Paediatric Gastroenterology Hepatology and Nutrition (ESPGHAN),False,0.0,2,527.0,,Intermediate level
327,Myths of the Mongol Empire,Dispel the myths surrounding the Mongol Empire and discover the secrets of Mongolia’s rich heritage with this expert-led course.,History,National Tsing Hua University (NTHU),False,0.0,3,408.0,,Introductory level
328,Navigating the Blue Bioeconomy: Innovation and Entrepreneurship in Coastal Aquaculture,"Have you ever wondered how coastal aquaculture can drive innovation, create business opportunities, and open new careers?",Business & Management,SUBMARINER Network for Blue Growth,False,0.0,4,,,
329,Boardroom Foundations: What Every Future Board Director Should Know,Discover what governance means and how to prepare for success in the boardroom.,Business & Management,Institute of Directors,False,0.0,5,983.0,,Introductory level
330,Randomised Trials and Their Role in Modern Healthcare,Dive into the world of randomised trials and discover how they shape modern healthcare decisions.,Healthcare & Medicine,University of Galway,False,0.0,5,,,
331,"Challenge, creativity and empathy: Skills for primary language teaching",Transform your language teaching skills with an empathetic approach. Explore research-based activities to engage primary students.,Teaching,University of Southampton,False,0.0,3,642.0,,
332,Interpreting Genomic Variation: Overcoming Challenges in Diverse Populations,Enhance diagnostics and research in diverse populations by unravelling the complexities of genomic variation in three weeks.,Healthcare & Medicine,Wellcome Connecting Science,False,0.0,3,,,
333,Connecting and Sharing Learning from Global Migration Research,"Join a collaborative global network exploring migration, wellbeing, and impact through shared learning.",Politics & Society,UCL (University College London),False,0.0,3,,,Intermediate level
334,"Resilience, Sustainability & Digitalisation in Critical Infrastructure","Gain the skills to design digitalised, resilient, and sustainable infrastructure for a climate-ready future.",Business & Management,University of Birmingham,False,0.0,7,,,Advanced level
335,Master Data Storytelling for B2B & B2C Success,Elevate your sales strategies by blending analytics with compelling storytelling techniques.,Business & Management,Starweaver,False,0.0,2,,,Intermediate level
336,How Blockchain Works: A Guide for Financial Decision-Makers,"Discover the finance-first side of blockchain and learn how this powerful tech is reshaping money, markets, and modern economies.",IT & Computer Science,Starweaver,False,0.0,2,,,Introductory level
337,Life Cycle Assessment (LCA): Interpretation and Evaluation (Part 2),Learn to interpret and evaluate Life Cycle Assessments to drive sustainable decisions and practices across industries.,Business & Management,Aberystwyth University,False,0.0,5,,,
338,Foundations of Corporate Credit Risk Analysis,"Get ahead in finance with credit risk skills to spot financial red flags, make smarter decisions, and protect your business.",Business & Management,Starweaver,False,0.0,2,,,
339,Leading Change with GenAI: Strategies for Agile Transformation,Lead digital change with confidence and discover how to use GenAI to power agile transformation within your organisation.,Business & Management,Starweaver,False,0.0,2,,,Intermediate level
340,Pharmaceutical Products for Beginners,Learn the basics of dosage form design to enhance your understanding of medicines and support your healthcare career.,Healthcare & Medicine,Universiti Malaya,False,0.0,2,847.0,,Intermediate level
341,Generative AI and ChatGPT for Product Strategy and Innovation,"Bring your next big idea to life and to market with the help of GenAI tools that elevate strategy, innovation, and workflows.",IT & Computer Science,Starweaver,False,0.0,2,577.0,,Intermediate level
342,Imagining York: Discovering the Everyday,Explore York to uncover how our everyday lives reflect deeper social forces and divisions.,Politics & Society,University of York,False,0.0,3,448.0,,
343,Cancer Survivorship for Primary Care Practitioners,Many people are now living with and beyond cancer. This course will show you how to provide effective survivorship care.,Healthcare & Medicine,The University of Melbourne,False,0.0,4,7344.0,,Intermediate level
344,"Cancer and the Older Person: Improving Care, Outcomes and Experience",Gain an introduction to modern strategies of geriatric oncology and support.,Healthcare & Medicine,The University of Melbourne,False,0.0,4,4756.0,,
345,Strategising Enterprise AI: Building the Future of Business Intelligence,"Unlock AI’s potential to drive business growth, boost innovation, and stay ahead in today’s fast-changing landscape.",IT & Computer Science,Starweaver,False,0.0,2,,,
346,Drug Use and Harm Reduction,"Unpack the harm reduction approach, its connection to public health and human rights, and how it works at addressing drug use.",Healthcare & Medicine,Médecins du Monde,False,0.0,3,,,
347,"Medical Image Registration with MATLAB: Techniques, Applications, and Clinical Implementation","Explore key techniques, tools, and clinical applications of medical image registration using real-world healthcare examples.",Healthcare & Medicine,Universiti Malaya,False,0.0,6,,,Intermediate level
348,Jumpstart to Effective Health Promotion Programmes: Models and Theories of Health Behaviours,Discover how health behaviour theories support effective programme design for lasting health change.,Healthcare & Medicine,Taipei Medical University,False,0.0,4,,,Introductory level
349,Emotional Intelligence at Work,"Explore how emotional intelligence helps us to understand ourselves and others, resolve conflict and build better relationships.",Business & Management,Coventry University,True,39.0,2,61058.0,4.61842,Introductory level
350,Understanding Systems Thinking in Healthcare,Consider a systems thinking approach in healthcare and better understand the building blocks of global healthcare systems.,Healthcare & Medicine,Coventry University,False,0.0,2,3301.0,,Intermediate level
351,Academic Research Methodology for Master’s Students,Understand the academic research process at master’s level and build the skills to define research questions for a written project,Study Skills,Coventry University,False,0.0,2,8846.0,,Intermediate level
352,Nursing in Crisis? Exploring Current Challenges,Explore the key issues affecting nurses' job satisfaction and practice today - from stress to changing roles and healthcare needs.,Healthcare & Medicine,Coventry University,False,0.0,2,5534.0,,Introductory level
353,Advanced Strategies for Inventory Optimisation,Master cutting-edge tools and techniques to improve your inventory control and boost operational efficiency.,Business & Management,Starweaver,False,0.0,2,,,
354,IIBA Certified Business Analysis Professional (CBAP) Exam Prep,"Prepare for the CBAP exam with expert guidance, case studies, and exam strategies built on the BABOK framework.",Business & Management,Starweaver,False,0.0,5,,,Intermediate level
355,Allyship and Bystander Intervention in Healthcare,Gain tools and strategies for promoting psychological safety and healthy workplace culture in healthcare settings.,Healthcare & Medicine,The University of Nottingham,False,0.0,4,,,Introductory level
356,Concept Art: Designing and Drawing Props,"Master the essential skills of concept art by learning to design, sketch, and render believable props.",Creative Arts & Media,Leeds Arts University,False,0.0,4,572.0,,Introductory level
357,Managing Supply Chains for E-Commerce Success,Discover the core strategies to navigate the rapidly evolving landscape of e-commerce operations.,Business & Management,Starweaver,False,0.0,2,,,
358,Mastering Productivity: Effective Time Management & Task Prioritisation,Juggling deadlines and priorities? Learn to manage time strategically and boost performance in a demanding work environment.,Business & Management,Starweaver,False,0.0,2,602.0,,
359,Business Process Mapping and Analysis,"Master business process modelling and learn how to analyse, document, and optimise workflows to enhance efficiency.",Business & Management,Starweaver,False,0.0,2,332.0,,
360,"AI Ethics, Inclusion & Society","Explore ethical perspectives, inclusivity, and bias in AI and their impact on society, policy, and the planet.",IT & Computer Science,The University of Glasgow,False,0.0,3,1253.0,,Introductory level
361,An Invitation to Probability Theory,Build a solid foundation in probability theory up until the law of large numbers and the central limit theorem.,"Science, Engineering & Maths",University of Padova,False,0.0,8,,,Intermediate level
362,Effective Workplace Communication,"Develop confidence, clarity, and impact in your professional communication",Business & Management,Starweaver,False,0.0,2,627.0,,
363,Optimise Aminoglycoside Use in Clinical Practice,"Enhance your understanding of aminoglycosides, their uses, dosing, and stewardship in clinical care.",Healthcare & Medicine,BSAC,False,0.0,3,454.0,,Intermediate level
364,Managing Business Growth and Relationships,Enhance your business success by developing strategic relationship management skills.,Business & Management,Starweaver,False,0.0,2,,,
365,Global Communication Mastery: Intentional Listening for Inclusive Workplaces,"Foster collaboration, resolve conflicts, and build trust in diverse workplaces through intentional listening techniques.",Business & Management,Starweaver,False,0.0,2,,,
366,Business & Technical Writing Bootcamp: Mastering Precision and Clarity,Develop essential writing skills to drive business success. Learn to unlock new opportunities and communicate with clarity.,Business & Management,Starweaver,False,0.0,2,544.0,,
367,Personal Investing Made Easy: A Guide for Busy Indian Professionals,Gain the confidence to start investing with expert-led insights tailored for working professionals.,Business & Management,Starweaver,False,0.0,2,,,
368,AI-Powered Process Design: Modernizing Business Workflows,Learn how to integrate AI-driven methodologies into business process management.,Business & Management,Starweaver,False,0.0,2,362.0,,
369,Essential Concepts in Business Analysis,Discover the essential techniques and tools of business analysis to elevate your career.,Business & Management,Starweaver,False,0.0,2,,,Introductory level
370,Cross-Team Collaboration Strategies,"Unlock the skills needed to foster collaboration, enhance communication, and drive organisational success.",Business & Management,Starweaver,False,0.0,2,338.0,,Introductory level
371,Lean Management Principles and Practices,"Discover lean management principles and tools to optimise processes, improve efficiency, and drive continuous improvement.",Business & Management,Starweaver,False,0.0,2,,,
372,Entrepreneurial Edge: Designing Scalable AI-First Business Models,"Learn how to create cost-effective AI strategies that drive growth, innovation, and scalability for your business.",Business & Management,Starweaver,False,0.0,2,,,
373,Key Principles of Effective Team Leadership,"Master essential leadership skills to build, manage, and inspire high-performing teams.",Business & Management,Starweaver,False,0.0,2,443.0,,
374,"Building Influence, Collaboration, and Smart Decisions",Develop credibility and enhance teamwork by learning practical strategies for collaboration and data-driven decision-making.,Business & Management,Starweaver,False,0.0,2,,,Intermediate level
375,"AI for Social Professionals: Social Work, Psychology, and More","Discover how to responsibly use AI in social services to enhance client care, improve efficiency, and make a meaningful impact.",Healthcare & Medicine,Vives University of Applied Sciences,False,0.0,5,,,
376,Streamlining Business Operations with Automation,Learn how to increase productivity and reduce inefficiencies by applying automation tools to real-world business challenges.,Business & Management,Starweaver,False,0.0,2,,,Intermediate level
